Mod Name,Project ID,File ID,Version,Author(s),Summary,File Size (Bytes),Game Versions
Macaw's Roofs,352039,5554957,v2.3.1 / mc1.20.1 - Forge,sketch_macaw,Build roofs with actual roofs instead of stairs!,1837373,"1.20.1, Forge"
Saturn,670986,5093785,Saturn 0.1.3 for MC 1.20.1,AbdElAziz333,A performance mod designed to optimize Minecraft's memory usage.,92319,"Client, 1.20.1, Forge, Server"
The Twilight Forest,227639,5468648,Twilight Forest - MC 1.20.1 - 4.3.2508,"Benimatic, Tamaized, jodlodi, Drullkus, Squiggly_Androsa, GizmoTheMoonPig","A realm basked in mystery and eerie twilight, you will overpower terrifying creatures and secure the adventure of a lifetime; in the Twilight Forest.",23332091,"Client, NeoForge, 1.20.1, Forge, Server"
Paps Fantasy Origins,827648,5193234,Paps_Fantasy_Origins_Forge-1_6-1_20_0.jar,JustPaps,An Origins Mod that adds a handful of fantasy Origins.,61090,"1.20.1, Forge, 1.20"
Customizable Player Models Simple Voice Chat compat,627994,5291333,CPM-SVC compat-1.2.1,tom54541,Adds compatibility between Customizable Player Models and Simple Voice Chat,29437,"1.17.1, 1.19.3, 1.20.2, 1.21, 1.20.5, 1.19.4, Fabric, 1.16.5, 1.21.4, 1.18.2, 1.19.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.19.1, 1.20.4, 1.21.3, 1.21.1, 1.16.4, Quilt, 1.19, 1.21.2"
Stack Refill,411813,6185105,[Fabric/Forge/Neo] 1.20.1-4.6 | Stack Refill,Serilum,?? Automatically refills the player's hand when using the final item if a replacement exists.,34868,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Thermal Innovation,291737,5372751,thermal_innovation-1.20.1-11.0.1.23.jar,"TeamCoFH, KingLemmingCoFH",Thermal Technology marches on. Adds Thermal-style tools and equipment!,225344,"Client, NeoForge, 1.20.1, Forge, Server"
Additional Structures,297680,5690527,Additional Structures v.4.2.2,XxRexRaptorxX,Adds > 200 new structures that integrate perfectly into your world!,1521981,"1.20.2, 1.20.5, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4, Server"
Diversity: Origins of the Northern Catlan (Origins Pack),1125787,5881142,diversity_origins-1.3.0.jar,Daytona,This Origins addon adds several beast-like origins from the Northern Catlan fallen kingdom. No JHA2-dependent version.,38635,"Client, 1.20.1, Forge, Server"
Sculk Vision,907745,4753938,sculkvision-1.0.1.jar,Ferri_Arnus,Adds an enchantment that gives vision similar to the warden,63469,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Builder's Delight (Forge),563734,5221557,BuildersDelight-1.20.1-v.1.3.jar,Tynoxs,"Adds ~700 new blocks, decoration and a chisel.",4580734,"Client, NeoForge, 1.20.1, Forge, Server"
RFTools Utility,342466,5283900,RFToolsUtility - 1.20-6.0.6,McJty,General RFTools blocks that don't fit in a more specific category,1368153,"1.20.1, Forge"
Ring of Return [FABRIC/FORGE/NEOFORGE],368129,5157406,RingOfReturn-Forge-1.20.1-1.5.2.jar,kwpugh,Provides a simple ring to return to your bed spawn (home),13923,"Client, 1.20.1, Forge, Server"
ManyIdeas Core,433642,4628679,ManyIdeas Core 1.20.1-1.4.2,"GeheimagentNr1, Muse31","Contains blocks, tools and items, that are needed in many of the Many Ideas Mods.",933519,"Client, 1.20.1, Forge, Server"
ExtendedAE,892005,6167228,ExtendedAE-1.20-1.3.5-forge.jar,GlodBlock,Adds some QoL contents for AE2,1521405,"NeoForge, 1.20.1, Forge"
"Spyglass Improvements: Zoom, Quick Access... [Fabric/Forge]",571264,5071983,[1.20 Forge] Spyglass Improvements 1.5,Im_JC52,"Enhance Minecraft's Spyglass with adjustable zoom, quick access and various spyglass overlays. Versions for Fabric and Forge",54173,"1.20.1, Forge, 1.20"
YUNG's API (Forge),421850,5769971,[1.20] YUNG's API v4.0.6 (Forge),YUNGNICKYOUNG,A library mod for some of YUNG's Minecraft mods,370524,"1.20.1, Forge, 1.20"
Amendments,896746,6181548,amendments-1.20-1.2.18.jar,"plantspookable, MehVahdJukaar","Cauldron Potion Mixing, Lanterns Animation, Carpeted Stairs, Candle Skulls, Double Cakes, Better Lilypads and much more",1031019,"1.20.1, Forge"
Dragon Mounts Legacy: More Dragons,987226,6119835,moredragons-1.5.2-1.20.1.jar,FuriusMaximus,New breeds for the mod Dragon Mounts: Legacy,314381,"NeoForge, 1.20.1, Forge"
Salvage Furnace,602590,5996051,salvage_furnace-1.9.1_b-forge-1.20.1.jar,kentime,"This mod adds several different salvage furnaces, one for each different type of material. You can use these furnaces to recycle various tools and armor pieces and recover some of the materials.",7195867,"Client, 1.20.1, Forge, Server"
Boat Break Fix [Neo/Forge/Fabric/Quilt],709585,4791722,[1.17+] BBF v1.0.2,ElocinDev,Fixes a breaking bug with boats and increases performance.,6866,"1.17.1, 1.19.3, 1.20.2, 1.21, 1.18.1, 1.19.4-Snapshot, 1.20.5, 1.17, 1.20.2-Snapshot, 1.20.5-Snapshot, 1.19.4, Fabric, 1.19-Snapshot, Client, 1.18.2, 1.19.2, NeoForge, 1.20.3-Snapshot, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.19.1, 1.20.4, 1.21-Snapshot, 1.20-Snapshot, 1.21.1, 1.17-Snapshot, 1.18, Server, 1.18-Snapshot, Quilt, 1.19, 1.19.3-Snapshot"
You've Goat to be Kidding Me!,805646,4802277,goated-1.20-1.3.4.jar,"plantspookable, MehVahdJukaar","Block breaking Ram Blocks, Thatch, Viking Helmet and Geeps!",932036,"1.20.1, Forge, 1.20"
Architect's Palette,433862,5060610,Architects-Palette-1.20.1-1.3.6.1.jar,"Jsburg, thxsprites",A host of new blocks to build and tinker with!,2538637,"1.20.1, Forge"
Refined Storage Addons,272302,4626171,v0.10.0,raoulvdberge,An addon mod for Refined Storage.,33771,"NeoForge, 1.20.1, Forge"
Colourful Llamas,678683,4645887,ColourfulLlamas-1.20.1-1.1.jar,WallyWhip,"Dye, shear, and ride your Llamas",165196,"Client, 1.20.1, Forge, Server"
Corail Tombstone,243707,6059967,Corail Tombstone 8.9.0 for 1.20.1,Corail_31,"Keeps safe your inventory items in graves on death with many features for better survivability and exploration, in a medieval fantasy atmosphere related to the decorative graves & the haunting souls",2221632,"NeoForge, 1.20.1, Forge"
Fzzy Config,1005914,6144527,fzzy_config-0.6.4+1.20.1+forge,fzzyhmstrs,"Config API with automatic GUIs, powerful validation options, server-client sync, and more!",1913396,"NeoForge, 1.20.1, Forge"
Jade Addons (Neo/Forge),583345,5693124,[Forge 1.20.1] 5.3.1,Snownee,Jade ??'s additional mod supports for Neo/Forge,77839,"NeoForge, 1.20.1, Forge, 1.20"
Immersive Optimization,1163206,6050638,[Forge 1.20.1] Immersive Optimization - 0.0.2,Conczin,A lightweight entity-tick-scheduler for doubling your TPS.,42797,"1.20.1, Forge"
Hourglass,511172,4834578,Hourglass v1.2.1.1 for 1.20-1.20.1,DuckyCrayfish,Beds accelerate the passage of time smoothly until daytime. Custom day and night lengths.,235134,"Client, 1.20.1, Forge, 1.20, Server"
End's Delight,662675,6180421,ends_delight-2.5.1+forge.1.20.1.jar,foggyhillside,An addon mod for Farmer's Delight based around adding culinary content to the end!,279150,"1.20.1, Forge"
Land Chidori Origin - Origins Addon,888815,5124582,landchidori-forge-1.20.1-1.0.7.jar,GamerPotion,A Land Based Origin for the Origins Mod that allows you play as a giant,12767,"Client, 1.20.1, Forge, Server"
All Dimension Height Increase,445910,4654394,dim-height-1.1.3.jar,coldlavalamp,Lets you control the heights of every dimension,11781,"1.20.2, 1.20.5, 1.20.2-Snapshot, 1.20.5-Snapshot, Fabric, 1.20.3-Snapshot, 1.20.3, 1.20.1, 1.20, 1.20.6, 1.20.4, 1.20-Snapshot, Server"
Powah! (Rearchitected),633483,6052195,[FORGE 1.20.1] v5.0.8,thetechnici4n,"A tech mod that adds various ways to generate, store and transmit Energy. ",1910039,"1.20.1, Forge"
Pipe Connector,846168,5887276,pipe_connector-1.20.1-0.3.9.jar,"Heaser, PotatoPoweredWizard",A simple tool for connecting pipes,110099,"Client, 1.20.1, Forge, Server"
Pam's HarvestCraft 2 - Food Core,372534,5097798,pamhc2foodcore-1.20.4-1.0.5.jar,pamharvestcraft,Adds 180ish new foods based on vanilla Minecraft ingredients (all new textures for everything to feel better with Vanilla textures!!!),911489,"1.20.2, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
YUNG's Cave Biomes Delight,1142887,6012156,cavebiomesdelight-1.0.4.1-1.20.1,Project_Count,Adds compatibility between YUNG's Cave Biomes and Farmer's Delight. Vanilla style.,40979,"Client, 1.20.1, Forge, Server"
lazyyyyy,1142812,6115837,0.7.8,settingdust,Mainly optimize the game launching time for large pack,1302103,"1.20.1, Forge"
Peripheralium,621088,5647717,peripheralium-forge-1.20.1-0.7.0.jar,SirEdvin,Library mod for all of my peripheral mods,671449,1.20.1
Terracart Reloaded,286417,4626783,TerracartReloaded-forge-1.20.1-1.7.0.jar,Kreezxil,"Terraria Cart in Minecraft, Right click track and have fun!",33804,"Client, 1.20.1, Forge, Server"
Stony Cliffs Are Cool,939211,5568636,v1.1.2 (FML),bebebea_loste,Turns unsightly dirt hills into cool stone cliffs,43941,"1.19.3, 1.20.2, 1.21, 1.20.5, 1.19.4, 1.21.4, 1.19.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.19.1, 1.20.4, 1.21.3, 1.21.1, 1.19, 1.21.2"
Create: More Drill Heads,841298,5101400,1.20.1 v2.0.3,Forsteri123,More drill heads for faster mining machines!,128754,"Client, NeoForge, 1.20.1, Forge, Server"
Ring of the Miner [FORGE/NEOFORGE],332743,5329833,RingOfMiner-Forge-1.20.1-1.6.3.jar,kwpugh,Clears away (breaks or void) non-ore blocks around player for easy mining,17491,"Client, 1.20.1, Forge, Server"
Forbidden and Arcanus Delight,1099249,6070664,forbiddenandarcanusdelight-1.0.2.1-1.20.1,Project_Count,Adds compatibility between Forbidden and Arcanus and Farmer's Delight. Vanilla style.,46147,"Client, 1.20.1, Forge, Server"
The Abyss II - The Other Side,440647,5343540,TATOS 1.0.5_beta.jar,"y4z0n, LunaPixelStudios","The Abyss 2 adds Magic, Quests, Dimensions, Biomes, Entities, Armor, Swords and Tools!",67903681,"1.20.2, Client, 1.20.1, Forge, Server"
Feur Elytra Wings,1135792,6069909,feur_elytra_wings-1.20.1-forge.jar,Vayns,Add 16 new types of elytras,245495,"Client, 1.20.1, Forge, Server"
Save My Shaky Network,1129397,5943334,smsn-forge-1.1.2+mc1.20.1.jar,im_gizmo,"Block common mods from connecting to the internet without affecting the mods' functionality, preventing slow loading or game crashes caused by network issues.",41633,"1.20.1, Forge"
Theurgy,430636,6145150,theurgy-1.20.1-1.23.4.jar,kli_kli,"An open-source magic mod built around classical alchemy to replicate and transmute matter, and create magical artifacts. ",3594039,"NeoForge, 1.20.1, Forge"
The Bumblezone (NeoForge/Forge),362479,6141111,The Bumblezone v7.5.13 (1.20.1 MC Forge),telepathicgrunt,An unBEElievable dimension full of bees to BEEfriend!,65127410,"NeoForge, 1.20.1, Forge"
Item Production Lib,950401,5114036,ItemProductionLib-1.20.1-1.0.2a-all.jar,Daripher,Mod dev tools for tracking item production,171785,"Client, 1.20.1, Forge, Server"
All the Wizard Gear,927064,5480567,allthewizardgear-1.20.1-1.1.4.jar,Iron431,ATM9 Compat for Iron's Spells 'n Spellbooks late game armor,120254,"NeoForge, 1.20.1, Forge"
BlockUI,522992,5658253,blockui-1.20.1-1.0.186-beta.jar,"Raycoms, someaddon, Nightenom, OrionOnline",Easy to Use UI library for Forge mods,389522,"1.20.1, Forge"
Durability Tooltip,511040,4741017,Durability Tooltip 1.1.5 for Forge 1.20,SuperMartijn642,Durability Tooltip shows you the durability of an item!,19634,"1.20.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Animal Barn,1135542,5911776,animal_barn-1.0.1 forge 1.20.1.jar,SuperWarioModTeam,Adds a cozy animal barn to the plains biome,31255,"1.20.1, Forge"
Fast Async World Save[Forge/Fabric],951499,6083270,fastasyncworldsave-1.20.1-2.3.jar,someaddon,Prevent lag-spikes and data loss during intermittent world saves,14668,"NeoForge, 1.20.1, Forge, Server"
Friends&Foes - Flowery Mooblooms (Forge/NeoForge),782443,5526965,Friends&Foes - Flowery Mooblooms 2.0.2,Faboslav,"An addon for the Friends&Foes mod, adding one moobloom variant for each flower.",208327,"1.20.1, Forge"
Farmer's Cutting: Twilight Forest,1131152,5928515,FC: TF 1.20.1-1.0,Joshcraft2002,Adds Farmer's Delight cutting recipes for Twilight Forest,37357,"NeoForge, 1.20.1, Forge, Server"
Reactive Alchemy,815568,6183171,reactive-1.20.1-9.17.0.jar,hyperlynx01,An alchemy-themed magic mod based on in-world experimentation,1123049,"Client, NeoForge, 1.20.1, Forge, Server"
FLIB,661261,5495793,flib-1.20.1-0.0.14.jar,Lothrazar,FutureLIBrary mod to speed up porting and developing new content,291395,"NeoForge, 1.20.1, Forge"
Smaller Nether Portals,345614,6185145,[Fabric/Forge/Neo] 1.20.1-3.9 | Smaller Nether Portals,Serilum,"?? Allows the creation of smaller nether portals, specifically 1x2, 1x3 and 2x2.",36475,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Upgraded Totems,1096769,5699126,Upgraded Totems - 1.20.1-1.0.0.1-release,Rolfmao,"Adds new totems to the game, featuring unique abilities like durability and saving you from falling into the void !",71547,"Client, NeoForge, 1.20.1, Forge, Server"
Crafts for ProjectE,991311,5205243,crafts-1.0.0.jar,Arthane12,Adds projecte recipes ,12041,"1.20.1, Forge"
Wormhole (Portals),396803,5301768,Wormhole (Portals) 1.1.16 for Forge 1.20,SuperMartijn642,Wormhole allows you to construct teleportation portals with the use of wormhole stabilizer technology!,871912,"NeoForge, 1.20.1, Forge, 1.20"
Potions Master,356801,4722415,potionsmaster-1.20.1-47.1.70-0.6.0.jar,thevortexFoxTopia,Expanding on Minecraft Potions,294846,"NeoForge, 1.20.1, Forge"
#Structure Credits,978217,6095567,Structure Credits 1.20.1 - 2.2.1,ECarrascon,Automatically displays the name and mod source of any structure upon entry,27101,"Client, NeoForge, 1.20.1, Forge, Server"
Crafting QOL - Fabric/Forge,1003152,5389302,Forge 2.2.0,Endrock6,Crafting QOL is a basic quality-of-life datapack that adds crafting recipes that make crafting a bit less annoying. As it certainly is at times.,80711,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20.4, Server"
Straw Statues [Forge & Fabric],682564,5207884,[FORGE] [1.20.1] StrawStatues-v8.0.3,Fuzs,Bring some life to your builds with player statues of your favorite Minecrafters!,572195,"1.20.1, Forge"
Supplementaries x Quark Compat,1131776,6006698,supplementariesquarkcompat-1.0.2.1-1.20.1,Project_Count,Adds compatibility between Supplementaries and Quark. Vanilla style.,25488,"Client, 1.20.1, Forge, Server"
Masik's Puzzle Dungeon [FORGE / FABRIC],846659,5079759,puzzledungeon-forge-1.20.1-1.2.0.jar,masik16u,?? Adds a new random generated dungeon with a lot of redstone puzzles,731529,"1.20.1, Forge, 1.20, Server"
Assembly Lines,404360,5823307,Assembly Line-1.20.1-0.6.0-4.jar,aurilisdev,Assembly Line is a mod that focuses on automation of factory-like environments in feel with the old voltz mod,775009,"Client, NeoForge, 1.20.1, Forge, Server"
Nutritious Milk,345184,6185469,[Fabric/Forge/Neo] 1.20.1-3.5 | Nutritious Milk,Serilum,"?? Adds nutritious value to milk, filling up the food bar and saturation when consumed.",25415,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
FastBoot,1030285,5696829,fastboot-1.20.x-1.2.jar,dnlayu,FastBoot is a mod that engineered to drastically reduce game loading time,24477,"1.20.2, 1.20.5, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4, Server"
AstraLex Shaders,406081,5434888,AstraLex_V93.0,LexBoosT,BSL Shader (EDIT) with a lot of cool options !,3184524,"1.17.1, 1.21, 1.19.4, 1.16.5, 1.18.2, OptiFine, 1.20.6, Iris"
Skinned Lanterns (Forge),414154,4656953,skinned_lanterns-1.20.1-1.3.5.jar,nuxthefox,Add skins to Lanterns,557294,"Client, 1.20.1, Forge, Server"
Thermal Extra,573674,6120939,ThermalExtra-3.2.3-1.20.1.jar,Mrthomas20121,Add new content to Thermal,1367126,"Client, NeoForge, 1.20.1, Forge, Server"
Easy Magic [Forge & Fabric],456239,4658750,[FORGE] [1.20.1] EasyMagic-v8.0.1,Fuzs,"Enchanting tables as they always should have been! Items stay after closing, and easy re-rolls.",115947,"1.20.1, Forge"
Async JEI (Just Enough Item),1180017,6185378,jei-1.20.1-forge-15.20.0.106-6-async.jar,"mysticpasta1, mezz",An async version of JEI that loads faster,1390483,"Client, 1.20.1, Forge, Server"
Epileson,984325,5308528,v1.0.1 (Forge 1.20.1),MerchantPug,Adds an endgame upgrade for Chainmail Armor.,85324,"Client, NeoForge, 1.20.1, Forge, Server"
Iron Chests,228756,4614852,ironchest-1.20.1-14.4.4.jar,"ProgWML6, Alexbegt",Iron Chest mod,311290,"1.20.1, Forge"
Seafoam's Dyeable Blocks,826850,4859443,[v1.4.2 - Forge & Fabric] Seafoam's Dyeable Blocks - 1.20.1,SeafoamWolf,Adds full RGB dye support to some blocks for decoration or art! A pixel artist's dream! Works great for Vanilla+!,188792,"Fabric, 1.20.1, Forge"
Mekanism Generators,268566,6123081,MekanismGenerators-1.20.1-10.4.14.71.jar,"bradyaidanc, thommy101, pupnewfster, Thiakil",Advanced energy generation for Mekanism.,1054584,"NeoForge, 1.20.1, Forge"
Squid No Glitch,923510,5345186,[Forge 1.20.1] SquidNoGlitch v1.0.3,SteveKunG,A tiny mod that fixes various vanilla bugs with the squid,87910,"1.20.1, Forge, Quilt"
What The Bucket,633747,4714799,WhatTheBucket-Forge-1.20.1-11.0.3.jar,DarkhaxDev,Fixes some bucket items not leaving an empty bucket behind when used as a recipe ingredient.,9592,"Client, NeoForge, 1.20.1, Forge, Server"
AtlasViewer,633577,4882554,AtlasViewer-5.1.2.jar,XFactHD,Ingame texture atlas viewer,207003,"Client, NeoForge, 1.20.1, Forge"
Additional Placements,674852,6186584,AdditionalPlacements-1.20.1-2.2.2.jar,firemerald,"Additional placement states for many blocks, including vertical slabs and stairs",408388,"Client, 1.20.1, Forge, Server"
YUNG's Bridges (Forge),536660,4769518,[1.20] YUNG's Bridges v4.0.3 (Forge),YUNGNICKYOUNG,Adds beautiful naturally generated bridges throughout the world,136236,"1.20.1, Forge, 1.20"
No tree punching: Trees are fist-proof,463775,4624638,nologpunch-1.20.1-2.0.1.jar,Lothrazar,"You cannot harvest trees bare-handed, adds one Flint Tool to harvest logs",15023,"NeoForge, 1.20.1, Forge"
Softer Hay Bales,344178,6185122,[Fabric/Forge/Neo] 1.20.1-3.4 | Softer Hay Bales,Serilum,"?? Makes hay bales negate fall damage entirely, Assassin's Creed style.",25130,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Better Combat [Fabric & Forge],639842,5625757,bettercombat-forge-1.8.6+1.20.1.jar,daedelus_dev,"?? Easy, spectacular and fun melee combat system from Minecraft Dungeons.",1050118,"1.20.1, Forge, 1.20"
Twigs,496913,4998195,[1.20.1]Twigs v3.1.1-forge,ninnih_,A Minecraft building blocks mod,2766476,"Client, 1.20.1, Forge, Server"
Applied Flux,965012,5989701,AppliedFlux-1.20-1.1.10-forge.jar,GlodBlock,store energy in ME network,177282,"NeoForge, 1.20.1, Forge"
Illager Warship,1091632,5667140,illagerwarship-1.0.0 forge 1.20.1.jar,SuperWarioModTeam,Adds a big illager warship to the oceans,39167,"1.20.1, Forge"
Create: Applied Kinetics,867328,5686029,1.20.1 v1.4,Forsteri123,Applied Kinetics's integration with Create,67277,"Client, NeoForge, 1.20.1, Forge, Server"
Structory,636540,5351581,v1.3.5 ~ 1.20.x,botanydev,An atmospheric structure mod for Fabric/Forge/Quilt.,1286460,"1.20.2, 1.20.5, Fabric, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.20.4, Quilt"
No Chat Reports,634062,4610474,NoChatReports-FORGE-1.20.1-v2.2.2.jar,Aizistral,Makes chat unreportable (where possible),272740,"1.20.1, Forge, 1.20"
Create: Additional Lights,1085408,5715612,morelights-0.2.0.jar,MrCyberdragon,Addon for Create: Crafts and Additions adding more electric lights,167882,"Client, NeoForge, 1.20.1, Forge, Server"
Ring of the Enderchest [FORGE/NEOFORGE],332596,5140849,RingOfEnderchest-Forge-1.20.1-1.6.2.jar,kwpugh,Access your Enderchest on the go,12027,"Client, 1.20.1, Forge, Server"
Tinted Dyes,1009078,6114766,tinted_dyes-2.0.0-forge-1.20.1.jar,Devilswarchild,Overhauling Minecraft's Dye System + New Dyes,152667,"Client, NeoForge, 1.20.1, Forge, Server"
Storage Drawers Extras,254879,5650066,StorageDrawersExtras-1.20.1-12.0.4.jar,Texelsaur,A unified wood styles addon pack for Storage Drawers,806898,"NeoForge, 1.20.1, Forge"
Quark Engineering,835445,5124950,QuarkEngineering-1.1.2.jar,RickieGamer,Immersive Engineering and Quark recipe compat,21814,"NeoForge, 1.20.1, Forge"
Trash Compactor,1051810,5663376,Trash Compactor [1.20.1-1.0.1],xBigEllx,Transform your unwanted items into valuable XP with the Trash Compactor!,49184,"Client, 1.20.1, Forge, Server"
Create: Redstone Additions,1042501,5464075,limilium-1.0.1.jar,Slimik42,Mod that adds logic gates and other redstone components,1498799,"1.20.1, Forge, Server"
Macaw's Paintings,438116,4848151,v1.0.5 / mc1.20.1 - Forge,sketch_macaw,Adds 56 custom made paintings!,72181,"1.20.1, Forge"
Refined Storage,243076,4844585,v1.12.4,raoulvdberge,An elegant solution to your hoarding problem.,3300191,"NeoForge, 1.20.1, Forge"
AE2 Things [Forge],609977,4616683,AE2 Things v1.2.1,"thetechnici4n, ProjectET","Introduces a new Cell type, advanced inscriber and crystal growth chamber ",70813,"1.20.1, Forge"
Thermal Expansion,69163,5372749,thermal_expansion-1.20.1-11.0.1.29.jar,"TeamCoFH, KingLemmingCoFH",Expanding Minecraft Thermally! A server-friendly and content-rich blend of magic and technology!,574141,"Client, NeoForge, 1.20.1, Forge, Server"
Naturalist Delight,1073033,6097089,naturalistdelight-1.0.3.2-1.20.1,Project_Count,Adds compatibility between Naturalist and Farmer's Delight. Vanilla style.,37862,"Client, 1.20.1, Forge, Server"
Viavens Flowers,1006590,5907009,viavens_flowers-(fix-mushroom-update)-forge-1.20.1.jar,viavenscoven,Adds colorful flowers and Amaranth to your world.,763830,"Client, 1.20.1, Forge, 1.20, Server"
Jade ??,324717,6106101,[Forge 1.20.1] 11.12.3,Snownee,Shows information about what you are looking at. (Hwyla/WAILA fork for Minecraft 1.16+),547769,"NeoForge, 1.20.1, Forge, 1.20"
Cross Stitch Colours,523306,4721828,Cross Stitch Colours 1.5.0.8 Final,badkaipanda,Large amount of cross stitching colours for pixel art,2073009,"1.20.1, Forge"
Combat Roll [Fabric & Forge],678036,5625925,combatroll-forge-1.3.3+1.20.1.jar,daedelus_dev,"?? Adds combat roll ability, with related attributes and enchantments.",217962,"1.20.1, Forge, 1.20"
Storage Drawers,223852,5981672,StorageDrawers-1.20.1-12.9.13,Texelsaur,Interactive compartment storage for your workshops.,948185,"NeoForge, 1.20.1, Forge"
All The Wood We've Got,1138171,6189614,All-The-Wood-Weve-Got-Forge-1.2.0,"AOCAWOL, JT122406","Adds wood variants like chests, ladders, and barrels based on BWG wood",734138,"Client, NeoForge, 1.20.1, Forge, Server"
Athena,841890,5176879,[Forge] Athena 3.1.2,"CodexAdrian, ThatGravyBoat",A crossplatform (Forge/Fabric) solution to connected block textures for 1.19.4+,91808,"1.20.1, Forge"
Shulker Drops Two,302548,6185190,[Fabric/Forge/Neo] 1.20.1-3.5 | Shulker Drops Two,Serilum,?? Allows Shulkers to drop two or more shells and ignore their default drop chance.,31927,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Crafting Recipe Exporter,1194641,6172426,craftingrecipeexporter-1.20.1-Forge-1.0.2.jar,Project8gbDeRam,Adds GUI to export recipes to Json or KubeJS format ,23412,"1.20.1, Forge"
Hexalia,962878,6175548,Hexalia 1.2.0-FORGE,GraapeStudios,"A magical mod with a rustic focus, including potion brewing, rituals, herbology, and witchery.",1070776,"Client, 1.20.1, Forge, Server"
Cherished Worlds (Fabric/Forge/NeoForge/Quilt),308240,5955879,cherishedworlds-forge-6.1.7+1.20.1.jar,TheIllusiveC4,"Favorite/pin/bookmark certain worlds, which will always be at the top of the list and cannot be deleted.",60956,"1.20.1, Forge, 1.20"
Applied Botanics Addon,610632,4904185,1.5.0 [FORGE],ramidzkh,"mana through ae2, what could go wrong",248810,"1.20.1, Forge"
Voiceless Survival,1173633,6173531,Voiceless Survival-forge-1.20.1-0.8.2,armilp_ez,????? Don't talk near the mobs! ??,39792,"1.20.1, Forge"
Legendary Creatures,837157,6075471,legendarycreatures-1.20.1-1.0.15.jar,"legendary_workshop, krampus_there, armkath",New creatures made for the modpack Minecraft Legendary Edition,3482630,"Client, NeoForge, 1.20.1, Forge, Server"
ChemLib,340666,5128632,ChemLib 1.20.1-2.0.19,"Dark_Arcana, Timbroglio_Bat",Items for all periodic elements and many chemical compounds,13611240,"1.20.1, Forge"
Domum Ornamentum,527361,6042695,domum_ornamentum-1.20.1-1.0.284-snapshot-universal.jar,"OrionOnline, Raycoms",Millions of unique block variants and all stairs/slabs/walls/fence and more vanilla Minecraft forgot,1095863,"1.20.1, Forge"
Revamped Shipwrecks (Mod),1099021,6025489,Revamped Shipwrecks - 1.1.0,WillFord27,"Shipwreck structures redesigned with jigsaw degradation stages, hundreds of unique combinations!",6935951,"1.19.3, 1.20.2, 1.21, 1.20.5, 1.19.4, Fabric, 1.21.4, 1.19.2, NeoForge, 1.20.3, 1.20.1, Forge, 1.20, 1.20.6, 1.19.1, 1.20.4, 1.21.3, 1.21.1, Server, Quilt, 1.19, 1.21.2"
TorchBowMod,289658,4574052,[1.20][Forge]TorchBowMod_v1.0.jar,noriokun4649,Bow that can shoot and set up torches,37768,"1.20.1, Forge, 1.20"
Tool Belt,260262,5929061,ToolBelt-1.20.1-1.20.02.jar,gigaherz,A utility belt that holds your tools,253567,"NeoForge, 1.20.1, Forge"
XyCraft,653786,4788862,XyCraft Core v0.6.22,Soaryn,Sci-fi Aesthetics and Technology,10265430,"Client, NeoForge, 1.20.1, Forge, Server"
Sildur's Vibrant shaders,544096,4688989,Sildur's Vibrant Shaders v1.51 Extreme-VL.zip,Sildur,"Very optimized shaderpack for MC: Java edition, around since 2012",142239,"1.17.1, 1.9.4, 1.14.4, 1.19.4, 1.16.5, 1.10.2, 1.18.2, 1.15.2, 1.20.1, 1.7.10, 1.11.2, 1.12.2, 1.8.9, 1.13.2"
Perfect Plushies,867232,5722444,Perfect Plushies 1.12.0 [Forge],SirJain,"Adds various decorative plushies to Minecraft, along with some Easter Eggs!",398029,"1.20.1, Forge"
Collective,342584,6184435,[Fabric/Forge/Neo] 1.20.1-7.91 | Collective,Serilum,?? Collective is a shared library with common code for all of Serilum's mods.,649086,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Create Slice & Dice,659674,5736627,Forge 3.3.0,possible_triangle,Making automation for Farmers Delight more sensible,1021924,"1.20.1, Forge"
Aqua Chidori Origin - Origins Addon,889546,5119188,aquachidori-forge-1.20.1-1.0.6.jar,GamerPotion,A Water Based Origin for the Origins Mod that allows you play as a special water creature,13408,"Client, 1.20.1, Forge, Server"
Mob Crossing,577903,5127187,MobCrossing-1.20-1.0.1.jar,"MacTso, lupicus",Mobs can cross rails.,13941,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
